,age,job,education,default,balance,personal-loan,current-campaign,subscribed
2929,27,management,tertiary,no,0,no,4,no
2930,58,blue-collar,primary,no,73,no,1,no
2931,46,retired,primary,no,-35,no,3,no
2932,28,management,tertiary,no,1351,no,1,no
2933,39,services,primary,no,1601,no,2,no
2934,41,services,secondary,no,88,no,1,no
2935,38,services,secondary,no,435,no,2,no
2936,50,unemployed,secondary,no,717,no,1,no
2937,56,services,secondary,no,705,no,2,no
2938,34,technician,secondary,no,1553,no,2,no
2939,33,blue-collar,secondary,no,-131,no,1,no
2940,61,technician,secondary,no,1191,no,4,yes
2941,36,admin.,secondary,no,47,yes,6,no
2942,34,technician,tertiary,no,544,yes,2,no
2943,36,blue-collar,secondary,no,688,no,2,no
2944,45,management,tertiary,no,242,no,1,yes
2945,27,student,tertiary,no,118,no,1,no
2946,45,admin.,secondary,no,-388,no,2,no
2947,40,self-employed,tertiary,no,1603,no,1,no
2948,36,management,secondary,no,1511,no,1,yes
2949,46,blue-collar,primary,no,147,no,2,no
2950,37,entrepreneur,tertiary,no,836,no,2,no
2951,36,technician,secondary,no,55,no,2,no
2952,37,admin.,secondary,no,1123,yes,1,no
2953,22,student,tertiary,no,691,no,1,yes
2954,51,services,secondary,no,0,yes,3,no
2955,49,technician,secondary,no,12531,no,8,no
2956,35,management,tertiary,no,552,yes,2,no
2957,50,housemaid,primary,no,0,no,2,no
2958,31,services,tertiary,no,309,yes,1,no
2959,47,services,secondary,no,33,no,1,no
2960,59,blue-collar,secondary,no,681,no,2,no
2961,32,blue-collar,secondary,no,1787,no,4,no
2962,71,retired,tertiary,no,14220,no,1,yes
2963,31,management,tertiary,no,12569,no,1,yes
2964,41,blue-collar,primary,no,4,no,5,no
2965,35,blue-collar,primary,no,3587,no,4,no
2966,36,management,tertiary,no,254,no,3,no
2967,46,blue-collar,primary,no,1712,no,1,no
2968,46,blue-collar,secondary,no,4855,no,1,no
2969,47,technician,tertiary,no,2408,no,1,no
2970,35,management,tertiary,no,252,no,2,no
2971,37,blue-collar,secondary,no,346,no,1,no
2972,56,admin.,secondary,no,45,no,1,yes
2973,46,admin.,secondary,no,556,yes,3,yes
2974,44,management,tertiary,no,-710,no,1,no
2975,48,technician,tertiary,no,-551,no,2,no
2976,28,blue-collar,secondary,no,56,no,1,no
2977,38,entrepreneur,tertiary,no,1514,yes,3,no
2978,34,management,tertiary,no,178,no,2,no
2979,56,technician,secondary,no,359,no,4,no
2980,55,retired,secondary,no,1580,yes,1,yes
2981,44,blue-collar,secondary,no,221,no,13,no
2982,38,technician,tertiary,no,1161,no,1,no
2983,53,retired,secondary,no,1278,no,3,no
2984,41,admin.,tertiary,no,982,no,1,no
2985,34,technician,secondary,no,16,no,1,yes
2986,34,management,tertiary,no,1,no,1,no
2987,35,services,secondary,no,128,no,1,no
2988,38,entrepreneur,secondary,no,2543,no,1,yes
2989,42,entrepreneur,tertiary,no,42045,no,2,no
2990,56,blue-collar,primary,no,828,no,1,no
2991,37,management,tertiary,no,0,no,6,no
2992,47,housemaid,secondary,no,3940,no,2,no
2993,29,blue-collar,secondary,no,125,no,1,no
2994,41,management,tertiary,no,140,no,3,no
2995,43,technician,secondary,no,593,no,1,no
2996,38,self-employed,secondary,no,746,no,3,no
2997,31,technician,secondary,no,589,yes,1,no
2998,32,management,tertiary,no,2343,no,1,no
2999,40,management,tertiary,no,294,no,5,no
3000,45,admin.,secondary,no,644,yes,1,no
3001,43,management,secondary,no,-26,no,1,no
3002,27,services,secondary,no,3354,no,5,no
3003,33,management,tertiary,no,23,no,3,no
3004,37,admin.,secondary,no,7,no,7,no
3005,60,admin.,secondary,no,3735,no,1,yes
3006,51,self-employed,tertiary,no,2094,no,6,yes
3007,44,blue-collar,secondary,no,508,no,1,no
3008,48,management,tertiary,no,0,no,1,no
3009,57,blue-collar,primary,no,93,no,1,no
3010,29,technician,tertiary,no,0,no,2,no
3011,50,services,secondary,no,26394,no,4,no
3012,36,services,secondary,no,-11,no,28,no
3013,49,technician,tertiary,no,523,no,2,yes
3014,49,technician,secondary,yes,-74,no,1,no
3015,35,management,tertiary,no,0,no,1,no
3016,39,technician,secondary,no,122,no,1,no
3017,34,blue-collar,primary,no,351,yes,11,no
3018,57,self-employed,secondary,no,35,yes,3,no
3019,37,technician,secondary,no,2610,no,1,no
3020,25,services,secondary,no,64,no,11,no
3021,43,blue-collar,primary,no,60,no,2,no
3022,37,blue-collar,secondary,no,342,no,2,no
3023,36,blue-collar,tertiary,no,1830,no,1,no
3024,49,management,tertiary,no,1904,yes,2,no
3025,38,management,tertiary,no,16957,no,1,no
3026,39,management,tertiary,no,26,no,5,no
3027,40,management,tertiary,no,0,no,1,yes
3028,34,admin.,secondary,no,79,no,1,no
3029,39,blue-collar,primary,no,2303,no,3,yes
3030,53,blue-collar,secondary,no,65,no,18,no
3031,44,management,tertiary,no,332,no,5,no
3032,32,technician,secondary,no,-399,no,1,no
3033,50,technician,secondary,no,-54,yes,2,yes
3034,29,services,primary,no,-102,no,1,no
3035,55,unemployed,tertiary,no,4809,no,2,no
3036,73,retired,primary,no,279,no,3,yes
3037,52,technician,secondary,no,11,no,1,no
3038,49,services,secondary,no,2201,no,3,no
3039,63,retired,primary,no,8044,no,1,no
3040,34,admin.,secondary,no,2374,no,1,yes
3041,32,admin.,secondary,no,92,no,1,no
3042,49,housemaid,tertiary,no,443,no,6,no
3043,40,blue-collar,primary,no,1397,no,2,no
3044,53,entrepreneur,secondary,no,7,no,1,no
3045,53,technician,tertiary,no,3177,no,2,no
3046,43,blue-collar,primary,no,232,yes,1,no
3047,35,management,secondary,no,81,no,1,no
3048,35,services,secondary,no,414,no,5,no
3049,25,student,tertiary,no,1433,no,1,no
3050,31,technician,secondary,no,187,no,1,no
3051,48,management,tertiary,no,0,no,16,no
3052,40,housemaid,secondary,no,4610,no,2,no
3053,46,blue-collar,primary,no,1429,no,1,no
3054,30,services,secondary,no,334,no,2,no
3055,47,services,secondary,no,2,yes,15,no
3056,23,services,secondary,no,500,no,3,no
3057,29,technician,tertiary,no,43,no,2,no
3058,38,technician,secondary,no,4030,no,2,no
3059,56,housemaid,primary,no,306,yes,1,no
3060,52,admin.,secondary,no,0,no,2,no
3061,55,retired,secondary,no,168,no,2,no
3062,43,entrepreneur,tertiary,no,210,no,2,no
3063,34,blue-collar,secondary,no,518,no,1,no
3064,43,management,tertiary,no,1696,no,1,yes
3065,55,services,secondary,no,-31,yes,2,no
3066,34,blue-collar,secondary,no,856,no,1,no
3067,34,management,tertiary,no,318,no,2,no
3068,43,self-employed,tertiary,no,64,no,2,no
3069,39,blue-collar,primary,no,800,no,6,no
3070,39,technician,secondary,no,75,no,1,no
3071,34,technician,secondary,no,347,no,2,no
3072,55,management,tertiary,no,2366,yes,4,no
3073,67,retired,tertiary,no,701,no,2,yes
3074,34,entrepreneur,tertiary,no,475,yes,1,no
3075,47,blue-collar,secondary,no,3285,no,5,no
3076,33,blue-collar,primary,no,925,no,3,no
3077,45,entrepreneur,secondary,no,128,yes,2,no
3078,36,blue-collar,secondary,no,1587,no,2,no
3079,59,technician,secondary,no,879,no,1,no
3080,33,services,secondary,no,478,no,2,yes
3081,52,technician,secondary,no,280,no,5,no
3082,53,blue-collar,primary,no,1868,no,4,no
3083,41,unemployed,primary,no,819,no,3,no
3084,45,blue-collar,secondary,no,4646,no,1,no
3085,60,self-employed,secondary,no,27,no,2,no
3086,32,blue-collar,secondary,no,736,no,3,no
3087,28,management,tertiary,no,224,no,3,no
3088,31,technician,secondary,no,2544,no,1,yes
3089,53,blue-collar,secondary,no,427,yes,4,no
3090,58,management,tertiary,no,2764,no,1,no
3091,38,blue-collar,secondary,no,376,no,1,no
3092,46,management,tertiary,no,523,no,4,no
3093,53,entrepreneur,tertiary,no,71,yes,1,no
3094,56,retired,secondary,no,3948,no,1,no
3095,52,services,secondary,no,1810,no,1,no
3096,38,technician,secondary,no,994,no,1,no
3097,37,services,primary,no,52,no,1,no
3098,37,blue-collar,primary,no,11,no,8,no
3099,37,technician,secondary,yes,0,no,1,no
3100,66,retired,primary,no,747,no,3,no
3101,44,blue-collar,primary,no,2657,no,2,no
3102,61,retired,secondary,no,313,yes,1,no
3103,34,admin.,secondary,no,61,yes,1,no
3104,33,admin.,secondary,no,2557,no,1,no
3105,30,services,secondary,no,0,no,1,no
3106,27,services,secondary,no,10,no,1,no
3107,37,services,secondary,no,658,no,1,no
3108,38,blue-collar,primary,no,1679,no,18,no
3109,35,management,tertiary,no,0,yes,4,no
3110,50,technician,secondary,no,841,no,2,no
3111,39,management,secondary,no,0,no,3,no
3112,35,management,secondary,no,1160,no,3,no
3113,36,admin.,secondary,no,-37,no,1,no
3114,28,services,secondary,no,94,no,1,no
3115,39,self-employed,tertiary,no,585,no,1,no
3116,39,self-employed,secondary,no,235,no,1,no
3117,30,blue-collar,secondary,no,2145,no,2,yes
3118,32,services,secondary,no,1464,no,1,no
3119,28,technician,secondary,no,232,yes,1,no
3120,47,technician,primary,no,187,no,1,no
3121,53,management,tertiary,no,12,no,10,no
3122,57,blue-collar,primary,no,318,no,2,no
3123,47,services,secondary,no,405,yes,2,yes
3124,56,management,tertiary,no,334,no,2,no
3125,38,admin.,primary,no,0,no,32,no
3126,52,blue-collar,primary,no,2,no,3,no
3127,46,technician,secondary,no,966,yes,2,no
3128,57,blue-collar,primary,yes,195,yes,4,no
3129,42,blue-collar,secondary,no,0,no,2,no
3130,57,unemployed,secondary,no,0,no,1,no
3131,51,housemaid,secondary,no,260,no,5,no
3132,53,self-employed,tertiary,no,451,no,1,no
3133,37,blue-collar,primary,no,3242,no,1,no
3134,47,self-employed,secondary,no,8515,no,7,no
3135,48,management,tertiary,no,1808,no,1,yes
3136,39,blue-collar,primary,no,20,no,1,no
3137,42,blue-collar,secondary,no,3068,yes,2,no
3138,36,management,tertiary,no,23,no,11,no
3139,34,technician,secondary,no,1076,no,2,no
3140,61,retired,primary,no,1060,no,1,no
3141,32,admin.,secondary,no,678,no,1,yes
3142,35,blue-collar,primary,no,1147,yes,1,no
3143,54,blue-collar,secondary,no,-630,no,1,no
3144,31,management,tertiary,no,459,no,14,no
3145,45,technician,secondary,no,976,no,1,no
3146,32,housemaid,tertiary,no,357,no,2,no
3147,52,unemployed,secondary,no,-9,no,1,no
3148,36,admin.,secondary,no,1927,no,1,no
3149,31,services,secondary,no,500,no,18,no
3150,53,technician,secondary,no,9146,no,4,no
3151,43,entrepreneur,secondary,no,59,no,2,no
3152,47,housemaid,primary,no,0,no,2,no
3153,46,blue-collar,primary,no,328,no,8,no
3154,34,management,secondary,no,291,no,2,no
3155,55,technician,tertiary,no,-703,no,3,no
3156,23,admin.,secondary,no,589,no,1,no
3157,75,blue-collar,secondary,no,6053,no,2,no
3158,58,admin.,secondary,no,1142,no,3,no
3159,35,admin.,secondary,no,725,no,7,no
3160,27,management,tertiary,no,802,no,1,yes
3161,24,technician,secondary,no,556,no,2,yes
3162,48,admin.,secondary,no,191,no,3,no
3163,31,technician,secondary,no,373,no,5,no
3164,57,technician,secondary,no,6164,no,2,no
3165,53,management,tertiary,no,37,no,9,no
3166,42,blue-collar,primary,no,1156,no,1,no
3167,50,entrepreneur,secondary,no,806,yes,8,no
3168,59,admin.,secondary,no,2381,no,2,no
3169,38,services,secondary,no,-314,no,2,no
3170,39,blue-collar,secondary,no,285,yes,1,no
3171,28,blue-collar,primary,no,1199,no,20,no
3172,55,management,tertiary,no,481,no,2,no
3173,33,technician,tertiary,no,137,no,4,no
3174,36,blue-collar,secondary,no,168,no,1,no
3175,38,admin.,secondary,no,156,no,3,no
3176,28,admin.,secondary,no,4745,no,1,yes
3177,32,management,tertiary,no,11797,no,2,no
3178,35,admin.,secondary,no,786,yes,1,no
3179,58,technician,primary,no,4015,no,3,no
3180,30,services,secondary,no,0,no,1,no
3181,33,blue-collar,secondary,no,331,no,7,no
3182,36,blue-collar,secondary,no,1554,no,4,no
3183,32,services,secondary,no,132,yes,2,no
3184,34,management,tertiary,no,5086,no,4,yes
3185,42,admin.,secondary,no,529,yes,3,no
3186,41,management,tertiary,no,4824,yes,7,no
3187,63,retired,secondary,no,474,no,1,yes
3188,38,admin.,tertiary,no,86,no,1,no
3189,54,blue-collar,primary,no,2281,no,1,no
3190,39,services,secondary,no,186,no,1,no
3191,46,blue-collar,secondary,no,137,no,3,no
3192,37,technician,tertiary,no,6968,no,1,no
3193,76,retired,primary,no,86,no,1,no
3194,28,management,tertiary,no,81,yes,1,no
3195,33,services,primary,no,6904,no,2,no
3196,46,self-employed,tertiary,no,137,yes,1,no
3197,30,student,secondary,no,25,no,1,no
3198,60,management,tertiary,no,759,no,2,no
3199,56,housemaid,tertiary,no,1922,no,2,no
3200,24,student,secondary,no,3298,no,1,no
3201,58,retired,secondary,no,764,no,4,no
3202,79,retired,primary,no,8556,no,2,yes
3203,32,blue-collar,secondary,no,3514,no,2,no
3204,33,services,primary,no,0,no,2,no
3205,77,retired,primary,no,680,no,4,no
3206,60,housemaid,primary,no,0,yes,1,no
3207,54,management,tertiary,no,2819,no,3,no
3208,30,blue-collar,primary,no,-518,yes,6,no
3209,50,services,secondary,no,60,yes,8,no
3210,50,management,secondary,no,732,no,7,no
3211,37,technician,secondary,no,2707,no,1,no
3212,41,technician,tertiary,no,177,no,2,no
3213,49,admin.,secondary,no,13229,yes,2,no
3214,41,blue-collar,primary,no,-204,yes,1,no
3215,40,technician,secondary,no,990,no,3,no
3216,38,blue-collar,secondary,no,648,no,1,no
3217,34,technician,secondary,no,50,no,3,no
3218,49,entrepreneur,secondary,no,1916,yes,3,no
3219,72,retired,primary,no,763,no,2,yes
3220,34,blue-collar,secondary,no,470,yes,1,no
3221,31,technician,secondary,no,0,yes,4,no
3222,33,blue-collar,secondary,no,5739,yes,1,no
3223,31,management,tertiary,no,0,no,1,no
3224,55,management,tertiary,no,-375,no,2,yes
3225,25,unemployed,secondary,no,157,no,31,no
3226,34,management,tertiary,no,1518,no,2,no
3227,53,management,tertiary,no,1343,no,4,no
3228,39,management,tertiary,yes,-401,no,4,no
3229,41,management,primary,no,5310,no,1,yes
3230,32,blue-collar,secondary,no,2285,no,2,no
3231,29,admin.,secondary,no,22171,no,1,no
3232,56,management,tertiary,no,856,yes,4,no
3233,19,student,secondary,no,1169,no,18,no
3234,39,management,tertiary,no,3797,no,2,no
3235,32,blue-collar,secondary,no,53,no,1,no
3236,43,blue-collar,primary,no,2519,no,2,no
3237,32,entrepreneur,primary,no,795,no,3,no
3238,53,admin.,secondary,no,0,yes,2,no
3239,52,blue-collar,secondary,no,2087,no,1,yes
3240,43,technician,secondary,no,34,no,1,no
3241,48,technician,secondary,no,5,no,6,no
3242,27,technician,secondary,no,15,no,3,no
3243,27,management,tertiary,no,390,no,1,no
3244,51,management,tertiary,no,712,no,2,no
3245,39,admin.,tertiary,no,2600,no,1,no
3246,33,blue-collar,secondary,no,-241,yes,1,no
3247,50,blue-collar,primary,no,1545,no,1,no
3248,59,retired,secondary,no,1026,no,1,yes
3249,58,housemaid,primary,no,435,no,6,no
3250,54,technician,tertiary,no,876,no,3,yes
3251,60,blue-collar,secondary,no,1801,no,1,no
3252,38,management,tertiary,no,2278,yes,1,no
3253,39,blue-collar,secondary,no,157,no,6,no
3254,40,admin.,secondary,no,1327,yes,2,no
3255,55,blue-collar,primary,no,284,yes,4,no
3256,36,management,tertiary,no,495,no,3,yes
3257,31,admin.,secondary,no,1588,no,1,no
3258,38,services,secondary,no,0,no,2,no
3259,52,management,secondary,no,428,no,1,no
3260,45,admin.,primary,no,542,no,5,no
3261,32,blue-collar,primary,no,66,no,1,no
3262,58,blue-collar,secondary,no,314,no,2,no
3263,35,management,tertiary,no,24,no,1,no
3264,36,management,tertiary,no,613,no,2,no
3265,55,retired,secondary,no,1467,yes,2,no
3266,45,blue-collar,secondary,no,192,no,5,no
3267,49,management,secondary,no,321,no,3,no
3268,44,blue-collar,secondary,no,788,no,1,no
3269,37,blue-collar,secondary,no,48,no,2,no
3270,35,blue-collar,secondary,no,262,no,2,no
3271,36,blue-collar,secondary,no,4438,no,1,yes
3272,44,services,secondary,no,5045,no,6,no
3273,32,blue-collar,tertiary,no,3014,no,2,no
3274,56,management,tertiary,no,21664,no,8,no
3275,32,management,tertiary,no,5878,no,2,no
3276,35,entrepreneur,tertiary,no,2723,yes,4,no
3277,44,management,secondary,no,576,no,3,no
3278,59,entrepreneur,primary,no,0,no,2,no
3279,31,blue-collar,tertiary,no,2197,no,3,no
3280,60,blue-collar,secondary,no,104,no,1,no
3281,33,technician,secondary,no,1279,no,2,no
3282,45,admin.,secondary,no,295,no,1,no
3283,45,blue-collar,primary,no,2128,no,4,no
3284,57,admin.,secondary,no,367,no,2,no
3285,36,management,tertiary,no,1477,no,2,no
3286,30,blue-collar,primary,no,71,no,6,no
3287,30,admin.,secondary,no,127,no,6,no
3288,59,unemployed,secondary,no,2921,no,1,no
3289,58,management,tertiary,no,16264,no,3,no
3290,49,retired,primary,no,1672,no,3,no
3291,48,technician,tertiary,no,9207,no,3,no
3292,28,technician,tertiary,no,356,no,2,no
3293,59,management,primary,no,133,no,1,no
3294,40,management,tertiary,no,1217,yes,1,no
3295,32,technician,secondary,no,202,no,1,no
3296,58,blue-collar,secondary,no,590,yes,1,no
3297,28,self-employed,tertiary,no,442,no,3,yes
3298,27,technician,tertiary,no,808,no,1,no
3299,38,management,tertiary,no,427,no,3,no
3300,53,technician,tertiary,no,431,no,1,no
3301,60,services,tertiary,no,4256,no,3,yes
3302,33,management,tertiary,no,0,yes,8,no
3303,52,services,secondary,no,238,no,1,no
3304,64,retired,tertiary,no,846,no,1,yes
3305,40,blue-collar,secondary,no,3,no,1,yes
3306,52,admin.,secondary,no,693,no,1,no
3307,28,student,secondary,no,0,no,3,no
3308,49,management,secondary,no,362,no,2,no
3309,28,technician,secondary,no,618,no,1,no
3310,29,technician,tertiary,no,2893,no,1,no
3311,87,retired,primary,no,230,no,1,yes
3312,37,management,secondary,no,1287,no,1,no
3313,36,services,primary,no,179,no,1,no
3314,35,self-employed,tertiary,no,980,no,2,no
3315,33,admin.,tertiary,no,79,no,2,yes
3316,60,admin.,secondary,no,3043,no,3,no
3317,25,management,tertiary,no,808,no,2,yes
3318,69,retired,secondary,no,745,no,1,no
3319,41,student,secondary,no,1309,no,4,no
3320,48,management,secondary,no,290,no,2,no
3321,35,blue-collar,primary,no,1792,no,6,yes
3322,30,blue-collar,secondary,no,178,no,5,no
3323,59,management,tertiary,no,0,no,4,no
3324,32,management,tertiary,no,537,no,3,no
3325,28,blue-collar,secondary,no,416,no,2,no
3326,60,blue-collar,primary,no,1472,no,4,no
3327,36,management,primary,no,3953,no,1,no
3328,32,management,tertiary,no,112,no,1,no
3329,34,management,tertiary,no,13204,yes,2,no
3330,58,blue-collar,secondary,no,0,yes,5,no
3331,53,management,tertiary,no,2240,no,2,yes
3332,31,management,tertiary,no,22546,no,6,no
3333,33,admin.,secondary,no,0,no,7,yes
3334,46,unemployed,primary,no,23,no,1,no
3335,29,blue-collar,secondary,no,228,no,8,no
3336,37,self-employed,secondary,no,215,no,1,no
3337,58,blue-collar,primary,no,23,no,6,no
3338,34,management,secondary,no,293,no,3,no
3339,34,blue-collar,secondary,no,0,yes,1,no
3340,49,entrepreneur,primary,no,199,no,2,no
3341,53,admin.,secondary,no,459,no,1,yes
3342,42,unemployed,secondary,no,8131,no,1,no
3343,40,services,secondary,no,-378,yes,1,no
3344,30,blue-collar,primary,no,395,no,1,no
3345,31,technician,secondary,no,10787,no,2,no
3346,55,admin.,secondary,no,865,no,1,no
3347,36,management,tertiary,no,340,no,2,no
3348,31,blue-collar,secondary,no,1882,no,2,no
3349,26,management,tertiary,no,265,no,2,no
3350,31,admin.,secondary,no,389,no,1,no
3351,49,admin.,secondary,no,0,yes,7,no
